MARKER-FAMILY EXEMPLAR CENSUS  (type 0x6534284A)
generated by tools/research/udriveit/run_census.py
game    : C:\Program Files (x86)\Steam\steamapps\common\SimCity 4 Deluxe
plugins : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins
files scanned (DBPF): 532
exemplars found     : 11118
exemplars parsed OK : 11118
parse failures      : 0

PROPERTY IDS DECODED BY NAME:
  0x00000010  ExemplarType
  0x00000020  ExemplarName
  0x0ABFC024  (seen 0x1C / 0x1E)
  0x27812810  OccupantSize
  0x27812820  ResourceKeyType0
  0x27812821  ResourceKeyType1
  0x27812822  ResourceKeyType2
  0x27812823  ResourceKeyType3
  0x27812824  ResourceKeyType4
  0x27812825  ResourceKeyType5
  0x4A149631  MarkerSizePair? floats, all <=24.9 (SetSize cap is 25.5)
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 84017152}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {24, 20, 24}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F2D}  CO$$$24x24_1HouOfficeBldg4_CC073F2D
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$24x24_1HouOfficeBldg4_CC073F2D'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 89260032}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {24, 24, 24}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F2E}  CO$$$24x24_1NYOfficeBldg4_CC073F2E
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$24x24_1NYOfficeBldg4_CC073F2E'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 88473600}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {24, 30, 24}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F2F}  CO$$$24x24_2ChiOfficeBldg7_CC073F2F
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$24x24_2ChiOfficeBldg7_CC073F2F'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 84279296}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {24, 16, 24}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F30}  CO$$$24x24_2ChiOfficeBldg8_CC073F30
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$24x24_2ChiOfficeBldg8_CC073F30'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 88145920}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {24, 17, 24}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F31}  CO$$$24x24_2ChiOfficeBldg9_CC073F31
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$24x24_2ChiOfficeBldg9_CC073F31'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 88211456}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {24, 16, 24}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F33}  CO$$$24x24_2HouOfficeBldg7_CC073F33
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$24x24_2HouOfficeBldg7_CC073F33'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 89456640}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {24, 20, 24}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F34}  CO$$$24x24_2NYOfficeBldg7_CC073F34
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$24x24_2NYOfficeBldg7_CC073F34'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 88670208}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {24, 21, 24}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F35}  CO$$$30x22_4ChiOfficeBldg1_CC073F35
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$30x22_4ChiOfficeBldg1_CC073F35'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 81985536}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {30, 65, 22}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F37}  CO$$$30x22_4HouOfficeBldg1_CC073F37
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$30x22_4HouOfficeBldg1_CC073F37'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 92340224}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {30, 76, 22}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F38}  CO$$$30x22_4NYOfficeBldg1_CC073F38
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$30x22_4NYOfficeBldg1_CC073F38'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 91684864}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {30, 88, 22}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F39}  CO$$$40x24_3ChiOfficeBldg10_CC073F39
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$40x24_3ChiOfficeBldg10_CC073F39'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 82968576}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {40, 23, 24}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F3A}  CO$$$40x24_3ChiOfficeBldg11_CC073F3A
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$40x24_3ChiOfficeBldg11_CC073F3A'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 83034112}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {40, 27, 24}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F3C}  CO$$$40x24_3HouOfficeBldg10_CC073F3C
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$40x24_3HouOfficeBldg10_CC073F3C'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 89653248}
      0x29244DB5                              Uint8    {36}
      0x49BEDA31                              Uint8    {3}
      0x4A89FCF3                              Bool     {True}
      0x6A95E503                              Bool     {True}
      0x8A416A99 ResourceKey {0x2026960B, 0x6A554AFD, inst} Uint32   {0, 0, 0}
      0x8A5E5DB8                              Bool     {True}
      0x4A9F188B                              Bool     {True}
      0x27812810 OccupantSize                 Float32  {40, 34, 24}

--- {T=0x6534284A, G=0xC977C536, I=0xCC073F3D}  CO$$$40x24_3NYOfficeBldg10_CC073F3D
    file      : C:\Users\<user>\OneDrive\Documents\SimCity 4\Plugins\150-mods\t-wrecks.maxis-prop-names-and-query-fix.2.0.sc4pac\z_All Maxis building props with proper names.dat
    parent    : {0x00000000, 0x00000000, 0x00000000}  (compressed)
    props     : 11
      0x00000010 ExemplarType                 Uint32   {30}
      0x00000020 ExemplarName                 String   {b'CO$$$40x24_3NYOfficeBldg10_CC073F3D'}
      0x27812821 ResourceKeyType1             Uint32   {1523640343, 3134937073, 88866816}
      0x29244DB5                              Uint8    {36}
